file_path,language,extension,loc,method_count,size_bytes
docs\hi\docs\tutorial\security\oauth2-jwt.md,Markdown,.md,277,0,19538
docs\hi\docs\tutorial\security\simple-oauth2.md,Markdown,.md,289,0,17593
docs\ja\docs\alternatives.md,Markdown,.md,485,0,31809
docs\ja\docs\async.md,Markdown,.md,444,0,29021
docs\ja\docs\benchmarks.md,Markdown,.md,34,0,5039
docs\ja\docs\editor-support.md,Markdown,.md,23,0,3075
docs\ja\docs\environment-variables.md,Markdown,.md,11,0,882
docs\ja\docs\fastapi-cli.md,Markdown,.md,138,0,7793
docs\ja\docs\features.md,Markdown,.md,201,0,12069
docs\ja\docs\help-fastapi.md,Markdown,.md,80,0,4248
docs\ja\docs\history-design-future.md,Markdown,.md,79,0,5326
docs\ja\docs\index.md,Markdown,.md,581,0,30196
docs\ja\docs\project-generation.md,Markdown,.md,28,0,2481
docs\ja\docs\python-types.md,Markdown,.md,348,0,14976
docs\ja\docs\translation-banner.md,Markdown,.md,11,0,473
docs\ja\docs\virtual-environments.md,Markdown,.md,35,0,1444
docs\ja\docs\_llm-test.md,Markdown,.md,496,0,14181
docs\ja\docs\about\index.md,Markdown,.md,3,0,127
docs\ja\docs\advanced\additional-responses.md,Markdown,.md,247,0,10506
docs\ja\docs\advanced\additional-status-codes.md,Markdown,.md,41,0,2489
docs\ja\docs\advanced\advanced-dependencies.md,Markdown,.md,163,0,11816
docs\ja\docs\advanced\advanced-python-types.md,Markdown,.md,61,0,2532
docs\ja\docs\advanced\async-tests.md,Markdown,.md,99,0,4740
docs\ja\docs\advanced\behind-a-proxy.md,Markdown,.md,466,0,19827
docs\ja\docs\advanced\custom-response.md,Markdown,.md,272,0,14072
docs\ja\docs\advanced\dataclasses.md,Markdown,.md,95,0,5236
docs\ja\docs\advanced\events.md,Markdown,.md,165,0,10297
docs\ja\docs\advanced\generate-clients.md,Markdown,.md,192,0,10088
docs\ja\docs\advanced\index.md,Markdown,.md,21,0,1053
docs\ja\docs\advanced\json-base64-bytes.md,Markdown,.md,63,0,3238
docs\ja\docs\advanced\middleware.md,Markdown,.md,97,0,5433
docs\ja\docs\advanced\openapi-callbacks.md,Markdown,.md,186,0,9837
docs\ja\docs\advanced\openapi-webhooks.md,Markdown,.md,55,0,3652
docs\ja\docs\advanced\path-operation-advanced-configuration.md,Markdown,.md,166,0,8391
docs\ja\docs\advanced\response-change-status-code.md,Markdown,.md,32,0,2036
docs\ja\docs\advanced\response-cookies.md,Markdown,.md,51,0,2805
docs\ja\docs\advanced\response-directly.md,Markdown,.md,83,0,5142
docs\ja\docs\advanced\response-headers.md,Markdown,.md,41,0,2753
docs\ja\docs\advanced\settings.md,Markdown,.md,326,0,14222
docs\ja\docs\advanced\stream-data.md,Markdown,.md,117,0,6954
docs\ja\docs\advanced\strict-content-type.md,Markdown,.md,88,0,4555
docs\ja\docs\advanced\sub-applications.md,Markdown,.md,67,0,3690
docs\ja\docs\advanced\templates.md,Markdown,.md,126,0,4301
docs\ja\docs\advanced\testing-dependencies.md,Markdown,.md,53,0,3106
docs\ja\docs\advanced\testing-events.md,Markdown,.md,12,0,741
docs\ja\docs\advanced\testing-websockets.md,Markdown,.md,13,0,510
docs\ja\docs\advanced\using-request-directly.md,Markdown,.md,56,0,2919
docs\ja\docs\advanced\websockets.md,Markdown,.md,186,0,7057
docs\ja\docs\advanced\wsgi.md,Markdown,.md,52,0,1950
docs\ja\docs\deployment\cloud.md,Markdown,.md,24,0,1524
docs\ja\docs\deployment\concepts.md,Markdown,.md,322,0,25342
docs\ja\docs\deployment\docker.md,Markdown,.md,616,0,38278
docs\ja\docs\deployment\fastapicloud.md,Markdown,.md,47,0,2205
docs\ja\docs\deployment\https.md,Markdown,.md,231,0,18788
docs\ja\docs\deployment\index.md,Markdown,.md,23,0,1996
docs\ja\docs\deployment\manually.md,Markdown,.md,156,0,7889
docs\ja\docs\deployment\server-workers.md,Markdown,.md,139,0,9447
docs\ja\docs\deployment\versions.md,Markdown,.md,93,0,4770
docs\ja\docs\how-to\authentication-error-status-code.md,Markdown,.md,17,0,1469
docs\ja\docs\how-to\conditional-openapi.md,Markdown,.md,56,0,3300
docs\ja\docs\how-to\configure-swagger-ui.md,Markdown,.md,70,0,3515
docs\ja\docs\how-to\custom-docs-ui-assets.md,Markdown,.md,185,0,9866
docs\ja\docs\how-to\custom-request-and-route.md,Markdown,.md,109,0,5689
docs\ja\docs\how-to\extending-openapi.md,Markdown,.md,88,0,4632
docs\ja\docs\how-to\general.md,Markdown,.md,43,0,3627
docs\ja\docs\how-to\graphql.md,Markdown,.md,61,0,3383
docs\ja\docs\how-to\index.md,Markdown,.md,13,0,795
docs\ja\docs\how-to\migrate-from-pydantic-v1-to-pydantic-v2.md,Markdown,.md,153,0,7507
docs\ja\docs\how-to\separate-openapi-schemas.md,Markdown,.md,102,0,5492
docs\ja\docs\how-to\testing-database.md,Markdown,.md,7,0,540
docs\ja\docs\learn\index.md,Markdown,.md,5,0,295
docs\ja\docs\resources\index.md,Markdown,.md,3,0,86
docs\ja\docs\tutorial\background-tasks.md,Markdown,.md,86,0,6015
docs\ja\docs\tutorial\bigger-applications.md,Markdown,.md,547,0,25012
docs\ja\docs\tutorial\body-fields.md,Markdown,.md,61,0,3151
docs\ja\docs\tutorial\body-multiple-params.md,Markdown,.md,168,0,6259
docs\ja\docs\tutorial\body-nested-models.md,Markdown,.md,221,0,8998
docs\ja\docs\tutorial\body-updates.md,Markdown,.md,100,0,5442
docs\ja\docs\tutorial\body.md,Markdown,.md,166,0,8535
docs\ja\docs\tutorial\cookie-param-models.md,Markdown,.md,76,0,4292
docs\ja\docs\tutorial\cookie-params.md,Markdown,.md,45,0,2092
docs\ja\docs\tutorial\cors.md,Markdown,.md,89,0,7097
docs\ja\docs\tutorial\debugging.md,Markdown,.md,113,0,3336
docs\ja\docs\tutorial\encoder.md,Markdown,.md,35,0,1922
docs\ja\docs\tutorial\extra-data-types.md,Markdown,.md,63,0,3398
docs\ja\docs\tutorial\extra-models.md,Markdown,.md,211,0,8511
docs\ja\docs\tutorial\first-steps.md,Markdown,.md,427,0,17173
docs\ja\docs\tutorial\frontend.md,Markdown,.md,145,0,9286
docs\ja\docs\tutorial\handling-errors.md,Markdown,.md,245,0,11685
docs\ja\docs\tutorial\header-param-models.md,Markdown,.md,72,0,3339
docs\ja\docs\tutorial\header-params.md,Markdown,.md,91,0,4087
docs\ja\docs\tutorial\index.md,Markdown,.md,141,0,9356
docs\ja\docs\tutorial\metadata.md,Markdown,.md,120,0,7187
docs\ja\docs\tutorial\middleware.md,Markdown,.md,95,0,5436
docs\ja\docs\tutorial\path-operation-configuration.md,Markdown,.md,108,0,5008
docs\ja\docs\tutorial\path-params-numeric-validations.md,Markdown,.md,154,0,7950
docs\ja\docs\tutorial\path-params.md,Markdown,.md,251,0,11304
docs\ja\docs\tutorial\query-param-models.md,Markdown,.md,68,0,2900
docs\ja\docs\tutorial\query-params-str-validations.md,Markdown,.md,450,0,21256
docs\ja\docs\tutorial\query-params.md,Markdown,.md,189,0,5920
docs\ja\docs\tutorial\request-files.md,Markdown,.md,177,0,9052
docs\ja\docs\tutorial\request-form-models.md,Markdown,.md,78,0,2714
docs\ja\docs\tutorial\request-forms-and-files.md,Markdown,.md,41,0,1931
docs\ja\docs\tutorial\request-forms.md,Markdown,.md,73,0,3593
docs\ja\docs\tutorial\response-model.md,Markdown,.md,344,0,20381
docs\ja\docs\tutorial\response-status-code.md,Markdown,.md,102,0,5795
docs\ja\docs\tutorial\schema-extra-example.md,Markdown,.md,203,0,10977
docs\ja\docs\tutorial\server-sent-events.md,Markdown,.md,120,0,6022
docs\ja\docs\tutorial\sql-databases.md,Markdown,.md,357,0,19247
docs\ja\docs\tutorial\static-files.md,Markdown,.md,48,0,2676
docs\ja\docs\tutorial\stream-json-lines.md,Markdown,.md,111,0,5384
docs\ja\docs\tutorial\testing.md,Markdown,.md,193,0,7286
docs\ja\docs\advanced\security\http-basic-auth.md,Markdown,.md,107,0,6637
docs\ja\docs\advanced\security\index.md,Markdown,.md,19,0,897
docs\ja\docs\advanced\security\oauth2-scopes.md,Markdown,.md,275,0,17257
docs\ja\docs\tutorial\dependencies\classes-as-dependencies.md,Markdown,.md,288,0,9314
docs\ja\docs\tutorial\dependencies\dependencies-in-path-operation-decorators.md,Markdown,.md,69,0,3761
docs\ja\docs\tutorial\dependencies\dependencies-with-yield.md,Markdown,.md,289,0,16020
docs\ja\docs\tutorial\dependencies\global-dependencies.md,Markdown,.md,15,0,1291
docs\ja\docs\tutorial\dependencies\index.md,Markdown,.md,250,0,12409
docs\ja\docs\tutorial\dependencies\sub-dependencies.md,Markdown,.md,105,0,5030
docs\ja\docs\tutorial\security\first-steps.md,Markdown,.md,203,0,11249
docs\ja\docs\tutorial\security\get-current-user.md,Markdown,.md,105,0,5976
docs\ja\docs\tutorial\security\index.md,Markdown,.md,106,0,6359
docs\ja\docs\tutorial\security\oauth2-jwt.md,Markdown,.md,277,0,15072
docs\ja\docs\tutorial\security\simple-oauth2.md,Markdown,.md,289,0,12723
docs\ko\docs\alternatives.md,Markdown,.md,485,0,27382
docs\ko\docs\async.md,Markdown,.md,445,0,28617
docs\ko\docs\benchmarks.md,Markdown,.md,34,0,4178
docs\ko\docs\editor-support.md,Markdown,.md,24,0,2712
docs\ko\docs\environment-variables.md,Markdown,.md,11,0,843
docs\ko\docs\fastapi-cli.md,Markdown,.md,138,0,7564
docs\ko\docs\features.md,Markdown,.md,201,0,11514
docs\ko\docs\help-fastapi.md,Markdown,.md,80,0,3982
docs\ko\docs\history-design-future.md,Markdown,.md,79,0,5085
docs\ko\docs\index.md,Markdown,.md,581,0,27830
docs\ko\docs\project-generation.md,Markdown,.md,28,0,2331
docs\ko\docs\python-types.md,Markdown,.md,350,0,13678
docs\ko\docs\translation-banner.md,Markdown,.md,11,0,408
docs\ko\docs\virtual-environments.md,Markdown,.md,35,0,1308
docs\ko\docs\_llm-test.md,Markdown,.md,495,0,12416
docs\ko\docs\about\index.md,Markdown,.md,3,0,74
docs\ko\docs\advanced\additional-responses.md,Markdown,.md,247,0,10032
docs\ko\docs\advanced\additional-status-codes.md,Markdown,.md,41,0,2223
docs\ko\docs\advanced\advanced-dependencies.md,Markdown,.md,164,0,11168
docs\ko\docs\advanced\advanced-python-types.md,Markdown,.md,61,0,2470
docs\ko\docs\advanced\async-tests.md,Markdown,.md,99,0,4739
docs\ko\docs\advanced\behind-a-proxy.md,Markdown,.md,466,0,18819
docs\ko\docs\advanced\custom-response.md,Markdown,.md,273,0,13008
docs\ko\docs\advanced\dataclasses.md,Markdown,.md,95,0,5083
docs\ko\docs\advanced\events.md,Markdown,.md,165,0,9592
docs\ko\docs\advanced\generate-clients.md,Markdown,.md,192,0,10084
docs\ko\docs\advanced\index.md,Markdown,.md,21,0,969
docs\ko\docs\advanced\json-base64-bytes.md,Markdown,.md,63,0,3052
docs\ko\docs\advanced\middleware.md,Markdown,.md,97,0,4944
docs\ko\docs\advanced\openapi-callbacks.md,Markdown,.md,186,0,9095
docs\ko\docs\advanced\openapi-webhooks.md,Markdown,.md,55,0,3520
docs\ko\docs\advanced\path-operation-advanced-configuration.md,Markdown,.md,166,0,7805
docs\ko\docs\advanced\response-change-status-code.md,Markdown,.md,32,0,1879
docs\ko\docs\advanced\response-cookies.md,Markdown,.md,51,0,2574
docs\ko\docs\advanced\response-directly.md,Markdown,.md,83,0,4931
docs\ko\docs\advanced\response-headers.md,Markdown,.md,41,0,2616
docs\ko\docs\advanced\settings.md,Markdown,.md,326,0,13214
docs\ko\docs\advanced\stream-data.md,Markdown,.md,117,0,6522
docs\ko\docs\advanced\strict-content-type.md,Markdown,.md,88,0,4196
docs\ko\docs\advanced\sub-applications.md,Markdown,.md,67,0,3647
docs\ko\docs\advanced\templates.md,Markdown,.md,126,0,3983
docs\ko\docs\advanced\testing-dependencies.md,Markdown,.md,53,0,2923
docs\ko\docs\advanced\testing-events.md,Markdown,.md,12,0,749
docs\ko\docs\advanced\testing-websockets.md,Markdown,.md,13,0,471
docs\ko\docs\advanced\using-request-directly.md,Markdown,.md,56,0,2878
docs\ko\docs\advanced\websockets.md,Markdown,.md,186,0,6624
docs\ko\docs\advanced\wsgi.md,Markdown,.md,51,0,1767
docs\ko\docs\deployment\cloud.md,Markdown,.md,24,0,1466
docs\ko\docs\deployment\concepts.md,Markdown,.md,321,0,22069
docs\ko\docs\deployment\docker.md,Markdown,.md,614,0,34121
docs\ko\docs\deployment\fastapicloud.md,Markdown,.md,47,0,2243
docs\ko\docs\deployment\https.md,Markdown,.md,231,0,16470
docs\ko\docs\deployment\index.md,Markdown,.md,23,0,1804
docs\ko\docs\deployment\manually.md,Markdown,.md,156,0,7506
docs\ko\docs\deployment\server-workers.md,Markdown,.md,139,0,9048
docs\ko\docs\deployment\versions.md,Markdown,.md,93,0,4403
docs\ko\docs\how-to\authentication-error-status-code.md,Markdown,.md,17,0,1356
docs\ko\docs\how-to\conditional-openapi.md,Markdown,.md,56,0,2802
docs\ko\docs\how-to\configure-swagger-ui.md,Markdown,.md,70,0,3400
docs\ko\docs\how-to\custom-docs-ui-assets.md,Markdown,.md,185,0,9296
docs\ko\docs\how-to\custom-request-and-route.md,Markdown,.md,109,0,5468
docs\ko\docs\how-to\extending-openapi.md,Markdown,.md,88,0,4346
docs\ko\docs\how-to\general.md,Markdown,.md,43,0,3233
docs\ko\docs\how-to\graphql.md,Markdown,.md,60,0,3285
docs\ko\docs\how-to\index.md,Markdown,.md,13,0,672
docs\ko\docs\how-to\migrate-from-pydantic-v1-to-pydantic-v2.md,Markdown,.md,153,0,7600
docs\ko\docs\how-to\separate-openapi-schemas.md,Markdown,.md,102,0,5523
docs\ko\docs\how-to\testing-database.md,Markdown,.md,7,0,526
docs\ko\docs\learn\index.md,Markdown,.md,5,0,261
docs\ko\docs\resources\index.md,Markdown,.md,3,0,100
docs\ko\docs\tutorial\background-tasks.md,Markdown,.md,86,0,5428
docs\ko\docs\tutorial\bigger-applications.md,Markdown,.md,547,0,23642
docs\ko\docs\tutorial\body-fields.md,Markdown,.md,60,0,2996
docs\ko\docs\tutorial\body-multiple-params.md,Markdown,.md,169,0,5805
docs\ko\docs\tutorial\body-nested-models.md,Markdown,.md,221,0,8075
docs\ko\docs\tutorial\body-updates.md,Markdown,.md,100,0,4977
docs\ko\docs\tutorial\body.md,Markdown,.md,166,0,8323
docs\ko\docs\tutorial\cookie-param-models.md,Markdown,.md,76,0,3723
docs\ko\docs\tutorial\cookie-params.md,Markdown,.md,45,0,1961
docs\ko\docs\tutorial\cors.md,Markdown,.md,89,0,6351
docs\ko\docs\tutorial\debugging.md,Markdown,.md,113,0,3008
docs\ko\docs\tutorial\encoder.md,Markdown,.md,35,0,1856
docs\ko\docs\tutorial\extra-data-types.md,Markdown,.md,62,0,3050
docs\ko\docs\tutorial\extra-models.md,Markdown,.md,211,0,8449
docs\ko\docs\tutorial\first-steps.md,Markdown,.md,427,0,16403
docs\ko\docs\tutorial\frontend.md,Markdown,.md,145,0,8326
docs\ko\docs\tutorial\handling-errors.md,Markdown,.md,245,0,10702
docs\ko\docs\tutorial\header-param-models.md,Markdown,.md,72,0,3063
docs\ko\docs\tutorial\header-params.md,Markdown,.md,91,0,3582
docs\ko\docs\tutorial\index.md,Markdown,.md,141,0,8506
docs\ko\docs\tutorial\metadata.md,Markdown,.md,120,0,6888
docs\ko\docs\tutorial\middleware.md,Markdown,.md,95,0,4823
docs\ko\docs\tutorial\path-operation-configuration.md,Markdown,.md,108,0,4793
docs\ko\docs\tutorial\path-params-numeric-validations.md,Markdown,.md,154,0,7503
docs\ko\docs\tutorial\path-params.md,Markdown,.md,251,0,10356
docs\ko\docs\tutorial\query-param-models.md,Markdown,.md,68,0,2521
docs\ko\docs\tutorial\query-params-str-validations.md,Markdown,.md,450,0,19572
docs\ko\docs\tutorial\query-params.md,Markdown,.md,189,0,5314
docs\ko\docs\tutorial\request-files.md,Markdown,.md,176,0,8600
docs\ko\docs\tutorial\request-form-models.md,Markdown,.md,78,0,2387
docs\ko\docs\tutorial\request-forms-and-files.md,Markdown,.md,41,0,1590
docs\ko\docs\tutorial\request-forms.md,Markdown,.md,74,0,3067
docs\ko\docs\tutorial\response-model.md,Markdown,.md,344,0,18607
docs\ko\docs\tutorial\response-status-code.md,Markdown,.md,102,0,4942
docs\ko\docs\tutorial\schema-extra-example.md,Markdown,.md,202,0,10777
docs\ko\docs\tutorial\server-sent-events.md,Markdown,.md,120,0,5576
docs\ko\docs\tutorial\sql-databases.md,Markdown,.md,358,0,19368
docs\ko\docs\tutorial\static-files.md,Markdown,.md,48,0,2473
docs\ko\docs\tutorial\stream-json-lines.md,Markdown,.md,111,0,4996
docs\ko\docs\tutorial\testing.md,Markdown,.md,193,0,7056
docs\ko\docs\advanced\security\http-basic-auth.md,Markdown,.md,107,0,6117
docs\ko\docs\advanced\security\index.md,Markdown,.md,19,0,795
docs\ko\docs\advanced\security\oauth2-scopes.md,Markdown,.md,274,0,16303
docs\ko\docs\tutorial\dependencies\classes-as-dependencies.md,Markdown,.md,288,0,8520
docs\ko\docs\tutorial\dependencies\dependencies-in-path-operation-decorators.md,Markdown,.md,69,0,3506
docs\ko\docs\tutorial\dependencies\dependencies-with-yield.md,Markdown,.md,290,0,15025
docs\ko\docs\tutorial\dependencies\global-dependencies.md,Markdown,.md,15,0,1236
docs\ko\docs\tutorial\dependencies\index.md,Markdown,.md,250,0,11940
docs\ko\docs\tutorial\dependencies\sub-dependencies.md,Markdown,.md,105,0,4519
docs\ko\docs\tutorial\security\first-steps.md,Markdown,.md,204,0,10009
docs\ko\docs\tutorial\security\get-current-user.md,Markdown,.md,105,0,5150
docs\ko\docs\tutorial\security\index.md,Markdown,.md,106,0,5319
docs\ko\docs\tutorial\security\oauth2-jwt.md,Markdown,.md,278,0,13502
docs\ko\docs\tutorial\security\simple-oauth2.md,Markdown,.md,289,0,11654
docs\pt\docs\alternatives.md,Markdown,.md,485,0,25482
docs\pt\docs\async.md,Markdown,.md,444,0,26275
docs\pt\docs\benchmarks.md,Markdown,.md,34,0,3959
docs\pt\docs\editor-support.md,Markdown,.md,23,0,2794
docs\pt\docs\environment-variables.md,Markdown,.md,11,0,829
docs\pt\docs\fastapi-cli.md,Markdown,.md,138,0,7406
docs\pt\docs\features.md,Markdown,.md,201,0,10626
docs\pt\docs\help-fastapi.md,Markdown,.md,79,0,3909
docs\pt\docs\history-design-future.md,Markdown,.md,79,0,4592
docs\pt\docs\index.md,Markdown,.md,581,0,27162
docs\pt\docs\project-generation.md,Markdown,.md,28,0,2194
docs\pt\docs\python-types.md,Markdown,.md,348,0,12418
docs\pt\docs\translation-banner.md,Markdown,.md,11,0,410
docs\pt\docs\virtual-environments.md,Markdown,.md,35,0,1186
docs\pt\docs\_llm-test.md,Markdown,.md,495,0,12784
docs\pt\docs\about\index.md,Markdown,.md,3,0,78
docs\pt\docs\advanced\additional-responses.md,Markdown,.md,247,0,9872
docs\pt\docs\advanced\additional-status-codes.md,Markdown,.md,41,0,2245
docs\pt\docs\advanced\advanced-dependencies.md,Markdown,.md,164,0,10308
docs\pt\docs\advanced\advanced-python-types.md,Markdown,.md,61,0,2210
docs\pt\docs\advanced\async-tests.md,Markdown,.md,99,0,4463
docs\pt\docs\advanced\behind-a-proxy.md,Markdown,.md,466,0,17481
docs\pt\docs\advanced\custom-response.md,Markdown,.md,272,0,12532
docs\pt\docs\advanced\dataclasses.md,Markdown,.md,95,0,4519
docs\pt\docs\advanced\events.md,Markdown,.md,165,0,9038
docs\pt\docs\advanced\generate-clients.md,Markdown,.md,192,0,9656
docs\pt\docs\advanced\index.md,Markdown,.md,21,0,849
docs\pt\docs\advanced\json-base64-bytes.md,Markdown,.md,63,0,2716
docs\pt\docs\advanced\middleware.md,Markdown,.md,97,0,4660
docs\pt\docs\advanced\openapi-callbacks.md,Markdown,.md,186,0,8470
docs\pt\docs\advanced\openapi-webhooks.md,Markdown,.md,55,0,3441
docs\pt\docs\advanced\path-operation-advanced-configuration.md,Markdown,.md,166,0,8013
docs\pt\docs\advanced\response-change-status-code.md,Markdown,.md,31,0,1796
docs\pt\docs\advanced\response-cookies.md,Markdown,.md,51,0,2505
docs\pt\docs\advanced\response-directly.md,Markdown,.md,83,0,4665
docs\pt\docs\advanced\response-headers.md,Markdown,.md,41,0,2519
docs\pt\docs\advanced\settings.md,Markdown,.md,326,0,12829
docs\pt\docs\advanced\stream-data.md,Markdown,.md,117,0,6013
docs\pt\docs\advanced\strict-content-type.md,Markdown,.md,88,0,3736
docs\pt\docs\advanced\sub-applications.md,Markdown,.md,67,0,3277
docs\pt\docs\advanced\templates.md,Markdown,.md,126,0,3739
docs\pt\docs\advanced\testing-dependencies.md,Markdown,.md,54,0,2769
docs\pt\docs\advanced\testing-events.md,Markdown,.md,12,0,696
docs\pt\docs\advanced\testing-websockets.md,Markdown,.md,13,0,458
docs\pt\docs\advanced\using-request-directly.md,Markdown,.md,56,0,2661
docs\pt\docs\advanced\websockets.md,Markdown,.md,186,0,5853
docs\pt\docs\advanced\wsgi.md,Markdown,.md,52,0,1611
docs\pt\docs\deployment\cloud.md,Markdown,.md,24,0,1332
docs\pt\docs\deployment\concepts.md,Markdown,.md,321,0,21142
docs\pt\docs\deployment\docker.md,Markdown,.md,614,0,32212
docs\pt\docs\deployment\fastapicloud.md,Markdown,.md,47,0,2042
docs\pt\docs\deployment\https.md,Markdown,.md,231,0,15685
docs\pt\docs\deployment\index.md,Markdown,.md,23,0,1734
docs\pt\docs\deployment\manually.md,Markdown,.md,156,0,7265
docs\pt\docs\deployment\server-workers.md,Markdown,.md,139,0,8866
docs\pt\docs\deployment\versions.md,Markdown,.md,93,0,4072
docs\pt\docs\how-to\authentication-error-status-code.md,Markdown,.md,17,0,1275
docs\pt\docs\how-to\conditional-openapi.md,Markdown,.md,56,0,2751
docs\pt\docs\how-to\configure-swagger-ui.md,Markdown,.md,71,0,3219
docs\pt\docs\how-to\custom-docs-ui-assets.md,Markdown,.md,185,0,8861
docs\pt\docs\how-to\custom-request-and-route.md,Markdown,.md,109,0,5157
docs\pt\docs\how-to\extending-openapi.md,Markdown,.md,88,0,4072
